what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623082157
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363623088060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623106588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623110218
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623110843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623111153
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623129725
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623131246
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623131814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363623136806
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623137930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363623138673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623160715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623232254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623279183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623290690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623298324
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623300953
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623315134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623356865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623381895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623478239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623478661
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623479018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623479393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623479614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623479883
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623480100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623480503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623481111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623490267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623491532
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623499693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623534112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623534696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623540914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623542317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623542597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623543358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623604435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623606646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363623607000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363623607678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1363623609084
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363623611384
